age;education.num;race;sex;hours.per.week;income
48;10;1;0;40;-1
27;9;0;0;48;-1
46;13;0;1;38;-1
32;3;0;0;40;-1
22;11;0;0;40;-1
24;13;0;1;40;1
31;9;0;0;65;-1
20;10;0;1;18;-1
40;9;0;0;60;1
39;9;0;0;40;1
54;9;0;0;40;-1
59;10;0;0;42;-1
17;7;0;1;18;-1
25;10;0;0;80;-1
49;9;0;0;40;1
39;9;0;0;40;-1
67;10;0;1;16;-1
28;9;0;0;40;-1
35;5;0;0;40;-1
44;9;0;0;48;1
51;14;0;0;47;1
55;13;2;0;40;-1
45;9;0;0;78;1
32;9;0;0;48;-1
45;10;0;1;40;-1
35;13;0;0;40;1
55;9;0;0;44;-1
59;10;0;0;40;1
22;9;0;1;55;-1
46;14;1;1;35;-1
23;9;0;0;40;-1
47;13;0;0;45;1
34;9;0;0;30;-1
51;7;0;0;40;-1
40;11;0;0;50;-1
24;10;0;0;12;-1
20;10;0;0;72;-1
26;9;0;0;40;-1
35;9;0;1;38;-1
23;10;2;0;40;-1
40;9;0;0;50;-1
49;9;0;0;40;-1
32;9;0;0;45;-1
28;11;0;1;40;-1
62;11;0;0;50;1
31;10;0;0;40;-1
47;12;0;0;40;1
36;11;0;1;3;-1
44;9;0;0;40;-1
18;9;0;1;20;-1
46;13;0;0;40;1
32;9;0;0;40;-1
51;12;1;1;30;-1
48;13;0;0;45;1
28;13;1;1;40;-1
57;10;0;0;60;1
33;11;0;0;40;-1
42;9;0;0;15;-1
17;6;0;0;40;-1
63;5;1;0;40;-1
31;13;0;0;55;1
20;9;0;0;40;-1
36;9;0;1;40;-1
24;10;0;1;24;-1
33;10;1;0;50;1
36;10;0;0;40;-1
31;13;0;1;40;-1
47;13;0;0;60;1
34;9;0;0;50;-1
23;9;0;1;40;-1
33;11;0;0;40;-1
59;6;0;1;40;-1
67;13;0;0;40;-1
26;9;0;0;40;-1
20;9;0;1;36;-1
24;13;0;0;39;-1
44;11;0;0;40;-1
31;9;0;0;40;1
28;15;0;0;60;-1
19;9;0;1;20;-1
20;9;0;1;40;-1
64;9;0;1;15;-1
47;9;0;1;40;1
36;10;0;1;35;-1
48;9;0;0;44;1
19;10;0;1;40;-1
22;9;1;1;35;-1
56;5;0;0;40;-1
22;10;0;0;50;-1
37;13;0;0;99;1
57;13;0;1;35;-1
38;12;0;0;50;1
34;9;1;1;40;-1
22;7;1;1;40;-1
38;10;0;1;40;-1
32;13;0;0;45;1
29;8;1;1;40;-1
56;9;0;0;40;-1
71;9;0;1;33;-1
20;7;0;0;40;-1
25;9;0;0;36;-1
42;9;0;0;40;1
20;9;0;1;40;-1
61;10;0;0;50;1
24;13;0;1;40;-1
51;5;1;1;40;-1
27;9;0;0;40;-1
31;9;0;0;40;-1
39;9;1;1;16;-1
36;9;1;0;40;-1
51;15;0;0;40;-1
52;9;0;1;40;-1
49;13;0;0;40;1
43;10;0;0;40;-1
49;9;0;0;40;-1
19;9;0;1;40;-1
44;9;0;0;40;-1
67;9;0;0;40;-1
58;15;0;0;45;1
61;16;0;0;40;1
55;4;1;1;40;-1
23;12;2;0;16;-1
35;9;0;0;40;-1
35;6;1;1;38;-1
20;10;0;1;10;-1
51;9;1;1;40;-1
23;13;0;0;40;-1
39;9;0;0;24;-1
36;10;0;1;40;-1
47;9;0;0;45;1
27;13;0;0;80;1
29;9;0;0;40;-1
21;10;0;0;40;-1
18;10;0;1;20;-1
24;10;0;0;20;-1
39;9;0;0;40;1
51;10;0;0;40;-1
62;10;0;1;30;-1
49;13;0;0;40;1
20;7;0;0;40;-1
24;10;0;0;40;-1
25;9;0;1;40;-1
54;13;0;0;40;-1
25;9;0;0;40;-1
20;9;0;1;45;-1
43;10;0;1;55;1
24;9;0;0;40;-1
18;7;2;0;20;-1
45;10;0;1;40;1
45;9;0;0;25;-1
26;13;0;0;40;-1
47;10;0;0;40;-1
54;9;0;0;40;-1
21;9;1;0;40;-1
29;9;0;1;99;-1
68;10;0;0;15;-1
21;10;1;0;48;-1
28;10;0;0;30;-1
46;9;0;1;40;1
35;9;1;1;48;-1
50;6;0;0;25;-1
48;10;0;0;40;-1
17;6;0;0;40;-1
23;10;1;0;40;-1
53;9;0;1;30;-1
50;14;0;0;40;1
32;3;0;1;45;-1
53;8;3;0;56;-1
52;9;1;0;48;-1
38;13;0;0;50;-1
43;14;0;0;50;1
35;13;0;1;32;-1
41;15;0;0;50;1
22;10;0;0;40;-1
39;9;0;0;60;1
45;14;0;0;40;1
31;5;0;1;42;-1
47;3;0;0;20;-1
53;9;1;0;40;-1
53;13;0;0;60;1
24;13;0;1;20;-1
34;10;0;1;40;-1
46;9;0;0;50;1
29;10;0;0;60;-1
61;7;0;1;32;1
31;9;0;0;40;-1
29;9;1;0;40;-1
42;9;0;0;40;-1
50;10;0;0;40;-1
34;9;0;1;40;-1
39;4;0;0;40;-1
74;2;1;0;20;-1
40;10;0;0;40;-1
40;13;0;1;40;1
36;7;0;0;40;-1
61;13;0;0;40;1
42;7;0;0;22;-1
28;13;0;1;40;1
19;10;0;1;18;-1
36;12;1;1;32;-1
33;11;0;1;40;-1
48;9;1;1;33;-1
60;9;0;0;40;-1
30;14;1;0;30;-1
32;13;0;0;50;1
51;10;0;0;40;1
53;5;1;0;75;-1
34;14;1;1;40;-1
48;14;0;0;40;1
68;9;0;0;45;-1
32;12;0;1;50;-1
63;9;0;0;4;-1
31;9;1;1;40;-1
58;13;0;1;20;-1
32;12;0;0;60;1
32;13;0;0;40;-1
40;13;0;0;80;-1
38;6;0;0;40;-1
30;9;0;0;40;-1
21;9;0;1;40;-1
63;9;0;0;48;-1
25;9;0;0;45;-1
59;10;0;0;40;1
22;11;0;1;10;-1
49;10;0;0;40;-1
36;13;0;0;40;-1
31;9;0;1;30;-1
46;10;0;1;30;-1
37;15;0;0;60;1
48;13;1;0;40;1
41;9;0;0;40;1
36;10;0;1;4;-1
29;13;3;1;40;-1
59;15;0;0;50;-1
62;13;0;0;40;1
29;6;0;0;40;-1
28;13;0;0;45;1
42;9;0;0;40;1
60;11;0;0;46;1
58;14;0;0;50;1
27;10;0;0;40;-1
45;9;0;1;40;-1
50;10;0;0;40;1
43;10;1;0;40;-1
39;15;0;0;50;-1
21;10;0;0;20;-1
24;9;1;0;70;-1
59;15;0;0;30;-1
36;9;0;0;40;1
72;10;2;1;4;-1
35;14;2;0;65;1
33;10;0;0;40;-1
30;9;1;1;45;-1
40;11;0;0;50;1
26;10;0;0;55;-1
37;11;1;0;40;-1
68;10;0;1;20;-1
45;13;0;0;72;1
56;9;0;0;40;-1
36;9;0;1;40;-1
38;11;0;0;40;-1
29;13;0;0;41;-1
28;9;0;1;28;-1
39;10;0;0;50;-1
26;13;0;0;40;-1
52;10;0;0;65;1
52;13;0;0;40;-1
84;9;0;1;13;-1
33;10;0;1;10;-1
30;9;0;1;35;-1
38;13;0;0;40;1
66;9;0;1;8;-1
62;14;0;0;40;1
31;13;0;0;40;1
60;9;1;0;50;-1
27;13;0;1;40;-1
37;11;2;1;40;-1
38;10;0;1;40;-1
25;9;0;0;40;-1
48;9;0;1;40;-1
42;13;0;0;50;-1
45;14;0;0;50;1
22;10;0;0;40;-1
50;9;0;0;40;-1
21;9;0;0;40;-1
44;10;0;1;40;-1
21;10;0;1;6;-1
51;9;0;0;48;-1
30;9;0;0;40;-1
46;12;0;0;40;-1
43;11;0;0;45;1
57;9;1;0;48;-1
33;10;0;0;24;-1
18;7;0;0;7;-1
28;9;0;0;50;-1
32;14;2;0;40;-1
56;9;0;0;42;-1
36;9;0;0;50;-1
34;10;0;0;55;-1
25;13;0;1;40;-1
27;10;0;0;35;-1
33;9;0;0;40;-1
49;16;1;0;60;1
44;9;0;0;84;-1
30;7;0;0;45;1
27;9;0;0;50;-1
25;13;0;0;40;1
30;13;0;0;40;-1
38;12;0;0;40;-1
38;9;0;0;40;-1
46;10;0;1;40;-1
37;9;0;1;20;-1
62;9;0;0;40;1
55;9;0;0;40;-1
47;9;0;0;40;-1
45;9;0;1;14;-1
50;9;0;0;40;-1
36;9;0;0;40;-1
45;9;0;1;20;-1
23;9;0;0;38;-1
38;16;0;0;55;1
27;10;1;0;40;-1
29;13;0;1;50;-1
45;14;0;1;40;-1
38;10;0;1;20;-1
27;13;0;0;40;-1
51;10;3;0;40;-1
44;9;0;0;40;-1
33;14;1;0;40;-1
32;13;0;0;45;1
43;14;0;0;55;-1
45;9;1;1;40;-1
24;9;0;0;35;-1
19;10;0;0;40;-1
47;11;0;0;40;1
31;13;0;0;40;1
30;11;0;0;40;-1
56;9;0;0;40;-1
49;13;0;0;40;1
38;9;0;0;40;-1
19;10;0;0;18;-1
39;11;0;0;40;-1
38;9;0;0;40;-1
47;9;0;0;55;1
58;7;0;0;40;-1
59;14;0;0;40;1
24;13;0;0;47;-1
53;14;0;0;60;1
35;9;0;0;50;-1
36;9;2;1;40;1
26;9;0;0;40;-1
33;5;0;0;48;-1
29;10;0;0;40;-1
43;7;0;0;40;-1
48;13;2;1;36;1
45;14;0;1;40;-1
43;9;0;1;40;-1
27;5;0;0;30;-1
21;4;0;0;40;-1
63;9;0;1;4;-1
41;13;0;1;40;-1
27;7;0;1;35;-1
33;12;0;0;50;-1
37;6;0;0;35;-1
18;10;0;1;40;-1
43;16;1;1;24;1
20;10;0;1;40;-1
47;15;0;0;50;1
36;9;0;0;70;-1
38;13;1;0;40;-1
47;14;1;0;25;-1
39;11;0;0;40;-1
36;9;1;0;35;-1
24;10;1;0;40;-1
50;9;0;0;84;-1
21;5;0;1;50;-1
40;9;0;0;40;-1
19;10;0;1;25;-1
38;9;0;1;40;-1
34;11;0;0;50;-1
44;10;0;0;50;-1
20;12;0;1;25;-1
45;12;0;0;50;1
24;9;0;0;40;-1
34;9;0;0;40;-1
58;9;0;0;72;1
39;9;0;0;45;-1
22;9;0;0;40;-1
38;13;0;1;32;1
45;9;0;0;48;-1
23;9;1;0;45;-1
35;12;0;0;45;-1
52;10;0;0;45;1
55;10;0;0;40;-1
23;9;0;0;40;-1
27;9;0;0;40;-1
24;12;0;1;15;-1
21;10;0;0;40;-1
49;13;0;1;35;-1
32;8;0;0;40;-1
64;10;0;1;24;-1
37;9;0;0;50;-1
61;4;0;0;40;-1
44;9;0;1;40;1
53;9;0;0;52;1
43;14;0;0;50;1
23;10;0;1;40;-1
25;14;0;0;40;-1
29;9;0;1;40;-1
51;13;0;1;55;-1
47;2;0;0;12;-1
20;9;0;1;40;-1
27;6;0;0;40;-1
23;9;0;1;40;-1
18;9;0;1;27;-1
23;4;0;0;32;-1
59;9;0;0;60;-1
46;9;0;1;37;-1
66;4;0;0;40;-1
46;14;1;0;38;1
36;7;0;1;23;-1
44;9;0;1;40;-1
17;7;0;0;20;-1
27;10;0;0;45;-1
32;10;0;0;40;1
53;9;1;0;40;-1
22;10;0;0;98;-1
30;12;0;1;40;-1
68;10;0;0;40;1
39;9;0;0;40;-1
22;13;0;1;40;-1
20;9;0;1;35;-1
21;9;0;0;38;-1
34;11;0;0;50;-1
30;9;0;0;75;-1
25;10;0;1;40;-1
23;9;0;1;21;-1
40;13;0;0;40;-1
26;9;2;0;40;-1
57;11;0;0;40;1
36;11;0;0;60;1
43;10;2;1;40;-1
49;13;0;0;40;-1
58;9;0;0;40;1
32;10;1;0;40;-1
59;9;0;0;45;1
42;13;0;1;40;-1
37;13;2;0;40;-1
47;9;0;0;40;-1
56;13;0;0;45;1
30;9;0;1;40;-1
42;9;1;1;35;-1
21;9;0;0;40;-1
21;9;0;1;40;-1
47;9;0;1;40;-1
22;10;0;0;20;-1
41;7;1;1;40;-1
43;13;0;0;53;-1
60;10;0;0;55;-1
73;4;0;0;30;1
90;13;0;1;40;1
62;9;0;0;38;-1
28;9;0;0;40;-1
45;10;0;0;40;-1
19;9;0;0;45;-1
30;9;0;0;35;-1
19;8;1;1;52;-1
22;13;0;0;10;-1
19;9;0;1;28;-1
26;9;1;1;25;-1
62;9;0;0;35;-1
61;6;0;0;40;-1
22;9;0;1;53;-1
56;14;0;0;40;1
32;10;0;0;40;-1
24;10;0;0;40;-1
26;9;0;0;40;-1
25;12;0;1;35;1
23;10;0;1;25;-1
23;10;0;0;40;-1
54;10;0;0;40;-1
28;10;0;1;35;-1
35;13;0;0;40;1
30;10;0;0;25;1
23;8;0;0;40;-1
42;10;0;0;50;1
72;6;0;1;20;-1
21;9;0;0;40;-1
37;13;0;0;40;-1
54;9;0;1;40;-1
32;13;0;0;40;-1
65;10;0;1;15;-1
22;13;0;0;45;-1
52;13;0;0;40;1
65;6;0;1;20;-1
33;9;0;1;35;-1
27;10;0;1;40;-1
34;9;1;0;42;-1
53;9;0;0;70;-1
23;6;0;0;40;-1
43;16;0;1;40;1
26;9;0;0;50;-1
60;13;0;0;50;1
33;9;0;1;30;-1
29;10;0;0;40;-1
54;16;0;1;50;1
41;4;0;0;36;-1
63;10;0;0;50;-1
31;9;0;1;27;-1
23;13;1;1;25;-1
31;10;1;0;40;-1
41;15;0;0;45;1
51;9;0;0;40;1
59;10;0;0;40;1
23;10;0;1;45;-1
24;10;1;0;45;-1
67;9;0;1;20;-1
65;9;0;1;35;-1
47;13;0;0;40;1
21;9;0;0;40;-1
38;4;0;0;40;-1
55;13;0;1;40;-1
24;9;0;1;50;1
24;9;2;0;40;-1
19;9;0;0;24;-1
32;9;0;0;50;-1
63;10;0;0;60;1
18;10;0;1;30;-1
36;10;0;0;45;-1
57;10;0;0;40;-1
48;9;0;0;40;-1
25;10;2;0;40;-1
48;8;0;0;50;-1
20;10;0;1;8;-1
74;9;0;0;55;-1
44;9;0;1;40;-1
26;10;0;1;40;-1
54;9;0;0;40;-1
39;9;0;0;48;1
18;6;0;1;40;-1
32;14;3;1;40;-1
24;10;0;0;40;-1
19;5;0;0;35;-1
28;9;0;0;40;-1
28;9;3;0;30;-1
49;9;0;0;40;-1
50;13;0;0;40;-1
63;9;1;1;40;-1
58;9;0;0;50;-1
68;9;0;1;15;-1
41;10;1;0;40;1
21;9;0;1;40;-1
24;13;0;0;40;-1
50;13;0;1;40;-1
47;10;0;1;44;-1
54;9;0;1;40;-1
28;13;2;1;30;-1
26;14;0;1;40;-1
35;13;0;0;42;-1
39;9;0;1;40;-1
46;13;0;0;45;1
41;10;1;1;48;-1
57;9;0;0;40;-1
32;9;0;0;40;-1
41;12;1;0;50;1
55;9;0;0;40;1
41;11;0;0;80;-1
22;9;1;1;40;-1
33;9;1;0;40;-1
57;10;0;1;40;-1
40;9;0;0;50;-1
48;10;0;1;40;-1
38;10;1;1;35;-1
26;13;0;1;60;-1
24;9;0;0;40;-1
35;9;1;1;20;-1
42;9;0;0;40;-1
37;9;0;1;40;1
37;9;0;1;50;-1
28;14;0;1;80;-1
22;9;0;0;40;-1
24;7;0;1;40;-1
45;10;0;0;40;1
29;9;0;0;50;1
23;10;1;1;25;-1
24;13;0;0;40;-1
25;12;0;1;40;-1
58;9;0;1;32;-1
28;11;0;0;60;-1
58;9;0;1;35;1
18;7;0;0;16;-1
59;4;0;0;40;-1
39;9;0;1;40;-1
53;10;0;0;50;1
54;15;0;1;65;-1
51;9;0;0;50;1
42;9;0;0;40;1
36;10;0;1;40;-1
37;10;0;1;60;-1
32;10;0;0;40;-1
38;9;0;0;50;-1
19;9;0;1;30;-1
55;13;0;1;48;-1
30;9;0;0;40;-1
27;10;0;0;50;1
65;9;0;0;25;-1
44;13;0;1;5;-1
23;3;0;0;50;-1
32;13;0;0;50;-1
60;9;0;1;20;-1
28;9;2;0;40;-1
44;9;0;0;40;-1
29;9;0;0;16;-1
57;9;0;0;40;-1
41;10;0;0;60;-1
34;7;0;0;60;-1
44;10;0;1;42;-1
44;13;0;0;40;-1
57;2;0;0;22;-1
37;13;0;0;30;-1
35;13;0;0;16;1
27;10;0;0;45;-1
28;13;0;0;8;-1
37;16;0;0;60;-1
18;10;0;0;8;-1
24;4;0;1;20;-1
53;8;0;1;40;-1
54;10;0;0;60;-1
22;10;0;1;40;-1
44;6;1;1;30;-1
43;10;0;1;45;-1
58;13;0;1;20;1
59;13;0;1;45;1
31;13;0;0;45;1
35;9;0;0;40;-1
17;6;0;1;20;-1
45;10;0;1;32;-1
40;10;0;0;40;-1
35;9;0;0;45;-1
25;13;0;0;45;-1
58;9;0;0;40;-1
39;10;0;0;50;1
69;2;2;0;34;-1
23;9;0;0;54;-1
32;13;0;1;40;-1
48;12;0;0;44;-1
41;13;0;0;40;-1
74;5;0;0;10;-1
43;13;0;0;50;1
24;13;0;0;40;-1
58;10;0;1;32;-1
54;14;0;0;40;1
60;4;0;0;40;-1
28;10;0;0;40;-1
41;9;0;0;40;1
62;10;1;0;35;1
27;10;1;0;40;-1
30;10;0;1;20;-1
63;13;1;0;35;-1
34;9;0;0;45;-1
20;5;0;0;40;-1
51;9;0;0;40;-1
21;6;1;0;25;-1
50;9;0;0;40;1
43;9;0;0;40;-1
19;9;0;1;40;-1
20;9;3;0;43;-1
17;8;0;1;6;-1
47;12;1;0;40;-1
25;13;1;1;40;-1
71;14;0;1;20;-1
21;9;1;1;40;-1
69;7;0;0;48;-1
48;12;0;0;40;-1
34;9;3;1;20;-1
33;10;0;0;66;-1
56;3;0;0;40;-1
40;14;0;0;40;-1
28;9;0;0;32;-1
42;14;0;0;40;-1
19;10;0;1;20;-1
28;9;0;1;35;-1
40;6;0;1;35;-1
23;10;2;0;30;-1
46;9;0;1;40;1
39;14;0;0;50;1
45;9;0;1;40;-1
21;10;0;1;35;-1
50;10;0;1;40;-1
33;9;0;0;40;-1
34;7;0;1;40;-1
55;9;0;0;32;-1
62;9;0;1;40;-1
31;13;0;0;40;-1
35;5;0;0;40;-1
30;9;0;0;40;-1
57;10;0;0;50;1
51;9;0;0;50;-1
37;13;0;0;45;1
58;4;0;0;40;-1
39;13;0;1;50;1
34;10;0;0;40;1
45;9;0;1;38;-1
19;10;0;0;40;-1
36;14;0;0;40;1
56;9;2;1;35;-1
19;10;0;1;15;-1
37;10;1;0;40;1
60;9;0;0;40;-1
56;9;0;0;40;1
34;13;0;1;36;-1
23;10;0;1;10;-1
19;9;1;0;30;-1
37;9;1;1;40;-1
58;13;0;0;40;1
33;7;0;1;35;-1
39;13;0;0;40;1
26;13;2;1;40;-1
22;11;0;1;36;-1
32;14;0;0;40;-1
17;7;0;0;15;-1
57;10;0;1;40;-1
68;4;2;1;20;-1
30;9;0;0;40;-1
19;10;0;1;15;-1
51;9;0;0;40;-1
19;10;0;0;30;-1
47;9;0;0;40;-1
30;10;0;0;40;1
26;9;0;0;45;-1
41;13;0;0;20;-1
25;10;0;0;45;-1
62;5;0;0;40;-1
23;14;0;0;40;-1
26;13;0;1;10;-1
30;13;0;1;45;-1
48;9;0;0;40;-1
20;9;3;0;40;-1
51;10;0;1;15;1
19;10;0;0;10;-1
31;9;0;0;40;-1
21;10;0;1;40;-1
40;9;1;0;40;-1
30;7;1;0;40;-1
57;5;1;0;40;1
18;7;0;0;15;-1
54;9;0;0;40;1
32;9;1;0;40;-1
52;14;0;0;40;-1
27;9;0;1;40;-1
45;13;0;0;48;-1
18;10;0;0;20;-1
37;9;0;0;35;-1
52;9;1;0;40;1
59;5;1;0;50;-1
27;11;0;0;40;-1
43;9;0;0;40;-1
56;10;0;0;40;1
44;10;0;0;72;-1
37;11;0;0;45;-1
48;9;0;1;25;-1
58;13;0;0;50;-1
29;9;0;0;45;-1
37;12;0;0;40;-1
35;15;0;0;50;1
36;11;0;0;38;-1
52;9;0;0;48;-1
30;9;0;0;40;-1
22;5;0;0;40;-1
55;12;0;0;60;-1
33;9;0;0;30;-1
46;10;0;0;50;-1
64;7;0;1;16;-1
28;6;0;0;40;-1
19;9;0;1;42;-1
36;9;0;0;40;-1
43;13;0;0;40;1
39;16;3;0;40;-1
56;13;0;0;42;1
24;10;0;0;40;-1
40;9;0;0;60;-1
45;12;0;0;50;1
56;14;0;1;40;-1
46;9;1;1;40;-1
35;13;0;1;40;-1
36;15;0;0;60;1
50;15;0;0;50;1
61;4;1;1;21;-1
63;10;0;0;40;-1
41;11;0;0;40;-1
48;9;0;0;40;-1
45;9;0;1;35;-1
24;9;0;0;40;-1
34;10;1;0;40;1
27;13;0;1;40;-1
26;11;0;0;48;-1
27;9;0;0;40;-1
55;11;0;0;40;-1
38;9;0;0;40;1
31;9;0;1;40;1
51;12;0;0;40;1
56;8;0;0;40;1
39;12;0;0;40;-1
50;10;0;0;40;1
21;9;0;0;40;-1
37;10;0;0;70;-1
34;6;0;0;40;-1
18;8;0;1;30;-1
38;9;0;0;65;1
19;9;0;0;12;-1
46;9;0;0;40;-1
19;10;0;1;25;-1
22;10;0;1;20;-1
38;9;0;0;50;-1
83;9;0;0;8;-1
34;10;0;0;40;1
38;9;0;0;40;-1
33;10;0;1;40;-1
38;9;0;0;60;-1
25;10;0;0;25;-1
38;9;0;0;40;-1
52;13;0;0;48;1
33;14;0;0;50;-1
17;7;0;1;20;-1
52;9;1;1;40;-1
25;13;0;1;15;-1
17;5;1;0;26;-1
22;9;1;0;80;-1
22;9;1;0;40;-1
58;9;1;1;40;-1
39;10;0;1;35;-1
59;10;0;1;40;-1
61;9;0;0;40;-1
32;11;0;0;45;-1
50;13;2;0;40;1
51;9;0;0;40;-1
43;13;2;1;45;-1
20;10;0;0;40;-1
38;13;1;0;40;-1
44;11;1;0;40;1
28;11;0;0;50;-1
50;14;0;1;40;-1
53;16;0;0;50;-1
42;13;0;0;45;-1
47;14;2;0;45;-1
39;9;0;1;40;1
38;9;0;0;60;-1
34;13;0;0;50;-1
40;10;0;1;40;-1
63;10;0;1;20;-1
53;10;0;1;40;1
43;11;0;0;48;-1
68;9;0;1;10;1
22;4;0;1;40;-1
46;13;0;0;38;-1
57;9;0;1;40;-1
38;9;0;1;35;-1
66;14;0;0;40;-1
29;12;0;1;40;-1
38;9;0;0;40;-1
35;7;0;1;8;-1
30;13;0;1;37;-1
39;9;1;1;40;-1
31;14;1;0;40;-1
50;9;0;0;50;-1
30;9;0;0;60;-1
25;13;0;1;40;-1
24;13;0;1;40;-1
45;13;0;0;15;-1
64;3;0;1;20;-1
61;8;0;1;40;-1
42;11;0;1;40;-1
28;3;0;0;40;-1
53;9;0;0;40;-1
33;7;0;0;7;-1
34;14;1;0;40;-1
41;10;0;0;48;-1
46;12;0;1;27;-1
32;9;0;1;40;-1
41;9;0;0;40;-1
30;13;3;0;40;-1
54;13;0;0;50;-1
33;9;1;0;40;-1
20;9;0;0;32;-1
34;13;0;1;40;-1
20;10;0;0;30;-1
17;9;1;0;40;-1
45;10;0;1;48;-1
21;9;0;0;40;-1
25;13;0;0;40;-1
38;9;0;0;41;-1
17;7;0;1;15;-1
35;9;0;1;30;-1
38;13;0;0;40;-1
48;12;0;0;56;1
25;9;1;0;40;-1
57;14;0;0;40;-1
32;13;0;1;50;1
39;13;1;0;30;-1
23;13;0;1;35;-1
21;9;0;0;45;-1
47;9;0;1;48;-1
25;4;0;1;40;-1
18;7;0;1;35;-1
19;9;0;1;15;-1
24;9;0;0;42;-1
32;9;0;0;40;-1
28;11;0;0;45;-1
40;13;0;0;75;1
21;10;0;0;20;-1
45;13;0;0;40;1
17;8;0;1;25;-1
55;6;0;0;50;-1
42;10;1;0;40;-1
49;9;0;0;38;-1
38;9;0;0;40;-1
50;13;0;0;40;-1
47;9;0;0;48;1
43;13;1;1;40;-1
39;13;0;0;40;1
42;9;0;0;30;-1
32;9;1;1;50;-1
55;9;2;1;45;-1
37;9;0;0;40;-1
59;9;0;1;40;-1
56;7;0;0;40;-1
33;8;1;0;32;-1
35;13;0;0;40;1
44;9;0;0;40;-1
57;9;0;0;40;1
31;10;1;1;40;-1
18;7;0;1;15;-1
43;9;0;0;70;-1
33;9;3;0;40;-1
18;10;0;0;25;-1
47;13;0;0;40;-1
53;9;0;1;40;-1
59;11;0;0;35;1
35;14;0;0;38;-1
49;6;0;0;40;-1
26;12;0;0;40;-1
25;9;0;0;60;-1
36;14;0;1;30;-1
29;9;0;1;45;-1
52;6;0;1;25;-1
50;13;0;0;50;-1
22;13;2;1;40;-1
44;14;0;1;40;-1
32;11;0;0;40;1
49;9;0;1;38;-1
31;2;0;0;45;-1
33;9;0;0;40;-1
50;9;0;1;15;-1
62;9;0;0;40;-1
46;9;0;1;15;-1
49;9;0;1;20;-1
22;9;0;1;40;-1
43;13;0;0;38;1
58;10;0;0;42;-1
21;7;0;0;50;-1
67;4;0;1;20;-1
39;7;0;0;40;-1
52;11;0;1;40;-1
25;13;0;0;40;-1
27;10;0;0;60;1
18;7;0;1;20;-1
41;9;1;0;40;1
59;16;0;0;50;-1
23;12;1;0;44;-1
42;9;0;1;15;-1
54;15;0;0;30;1
39;9;0;0;60;-1
57;5;0;0;40;-1
51;6;0;1;25;-1
31;4;0;0;40;-1
24;10;1;1;45;-1
35;10;0;0;40;-1
26;13;0;1;40;-1
42;16;0;0;45;1
31;9;0;0;45;-1
46;13;0;0;40;1
38;13;0;0;37;-1
51;13;0;0;40;-1
27;9;0;0;40;-1
33;13;1;0;45;-1
22;10;0;0;48;1
72;9;0;0;40;-1
25;13;0;0;40;-1
58;13;0;0;70;1
23;10;0;0;45;-1
63;3;2;1;19;-1
23;5;0;0;40;-1
75;1;2;1;48;-1
52;10;0;1;50;-1
69;9;0;0;10;-1
52;16;0;0;40;1
40;9;1;1;40;-1
34;16;0;0;50;1
21;10;0;1;8;-1
30;13;0;1;40;-1
21;10;0;1;16;-1
44;9;0;0;40;-1
40;9;0;1;32;-1
33;9;0;0;37;-1
22;9;0;0;60;-1
23;9;0;0;30;-1
75;10;0;0;30;-1
55;7;0;1;40;-1
24;10;0;0;20;-1
31;9;0;0;24;-1
49;9;0;0;40;1
26;13;0;1;40;-1
28;10;1;1;40;-1
79;9;0;0;40;1
51;9;1;1;30;-1
44;16;0;0;60;-1
24;13;0;0;40;-1
46;10;0;0;40;1
36;9;2;1;20;-1
23;8;0;1;38;-1
25;4;0;0;40;-1
48;10;1;0;8;-1
18;7;1;1;24;-1
25;9;0;0;40;-1
33;9;0;0;35;-1
42;9;0;1;40;-1
22;10;0;1;40;-1
36;13;0;0;40;1
33;9;0;0;40;-1
34;9;0;0;70;-1
33;14;0;0;45;-1
62;15;0;0;15;1
30;10;1;1;40;-1
22;10;0;1;40;-1
34;11;0;0;40;-1
43;9;0;1;60;-1
25;13;0;0;40;-1
35;9;0;1;40;-1
28;12;1;1;40;-1
28;10;0;1;45;-1
25;9;1;1;25;-1
40;9;0;0;40;1
35;5;3;0;40;-1
48;4;0;0;50;-1
31;13;0;1;40;1
36;12;0;0;45;-1
39;10;0;0;40;-1
24;9;1;1;40;-1
32;13;0;0;35;-1
46;1;0;1;40;-1
19;9;0;0;35;-1
30;10;2;0;40;-1
35;11;0;0;40;-1
23;13;0;0;55;-1
33;9;0;0;55;-1
25;9;0;0;40;-1
64;9;2;0;35;1
18;9;2;1;20;-1
59;7;0;0;40;-1
45;9;1;1;40;-1
30;16;0;1;15;-1
24;3;0;1;40;-1
22;9;0;1;35;-1
49;10;2;0;56;1
35;8;0;0;40;-1
18;8;0;1;20;-1
35;10;0;0;40;-1
27;9;0;0;40;-1
28;13;1;0;60;-1
21;10;2;0;40;-1
26;10;1;1;50;-1
39;9;1;0;40;-1
40;13;0;0;40;-1
34;14;0;1;50;-1
34;12;1;0;40;-1
66;10;0;0;50;-1
40;9;1;0;40;-1
59;4;0;0;40;-1
28;14;1;1;40;-1
47;9;0;0;40;1
33;13;0;0;60;1
18;7;0;0;20;-1
22;10;0;0;20;-1
40;13;1;0;40;1
68;9;0;0;25;-1
45;4;0;0;10;-1
23;7;1;0;35;-1
40;13;0;0;45;1
23;10;0;0;40;-1
51;9;1;0;40;-1
53;9;0;0;45;-1
